504,5
201,2
872,4
293,3
1021,3
394,3
36,2
440,7
482,3
17,4
301,2
942,3
74,3
221,3
409,3
788,2
597,3
173,2
951,3
576,6
1029,3
582,5
629,3
166,2
1058,4
145,2
1008,3
546,4
1032,3
59,2
843,6
358,3
289,2
67,4
423,4
623,3
672,4
283,6
1003,3
713,3
912,3
424,3
770,3
964,5
965,3
688,2
1018,3
935,4
631,6
496,4
918,3
687,3
130,2
666,4
459,6
348,5
400,4
484,3
443,3
259,2
526,3
382,4
842,2
237,3
972,3
233,2
60,3
282,2
137,7
93,4
343,3
719,4
414,4
712,3
941,4
344,3
525,3
322,2
893,4
393,3
996,3
775,4
1046,6
1005,3
744,3
296,7
64,3
679,3
635,3
558,6
817,2
229,4
654,3
381,3
768,3
241,2
557,3
378,4
217,5
172,2
40,2
415,2
481,3
22,2
165,3
847,4
78,4
741,4
6,3
10,2
678,2
507,3
391,4
802,3
46,3
297,6
690,4
761,3
880,4
362,3
1053,3
531,4
325,4
848,4
568,4
1043,4
910,3
955,3
574,9
787,3
276,4
115,3
50,4
532,6
820,6
924,4
705,3
18,4
485,6
419,3
917,4
809,4
791,3
710,4
780,4
446,5
401,3
633,3
149,5
906,4
139,3
104,4
374,3
819,4
281,6
1030,4
958,3
306,3
823,2
1020,3
969,3
363,3
998,5
840,3
971,4
835,4
23,4
832,3
188,2
117,4
963,5
226,3
773,3
270,3
578,4
359,4
34,2
267,3
610,4
763,4
747,4
723,5
871,2
784,4
1017,3
2,1
696,3
502,3
210,5
258,2
816,3
220,3
275,4
904,4
993,3
100,8
1013,4
738,3
762,3
634,5
449,5
112,3
806,4
38,2
1016,4
218,4
999,4
430,3
470,7
1073,3
905,2
252,3
88,4
49,3
84,3
404,2
26,3
730,4
206,2
279,2
704,5
20,3
686,3
418,3
54,3
83,4
254,3
366,3
957,3
837,4
779,3
304,3
865,4
456,4
298,2
235,3
14,3
718,3
338,7
638,4
268,3
538,3
475,5
962,3
380,2
1044,4
646,6
974,4
408,5
350,3
195,4
406,3
580,3
870,3
849,4
320,3
932,3
28,3
69,5
518,6
811,3
177,5
889,3
30,4
667,5
318,6
991,4
451,4
524,4
693,3
759,4
1004,4
900,3
1076,4
321,2
332,6
472,5
560,4
373,5
1075,4
330,4
264,3
216,3
706,3
702,3
76,3
209,3
488,4
725,3
797,3
975,4
954,2
426,3
855,3
879,2
476,4
857,3
604,4
846,3
342,2
123,2
826,3
605,2
219,4
1080,4
681,2
365,3
968,4
105,3
699,3
670,6
295,3
199,4
895,6
364,6
931,5
335,3
655,3
966,3
157,3
197,5
183,3
933,4
691,3
830,4
262,3
431,5
602,2
196,2
622,3
636,3
329,3
489,4
692,4
652,3
193,4
339,3
184,4
1067,5
107,4
116,3
491,4
1033,6
341,3
509,4
739,2
97,4
273,3
630,5
458,4
727,4
572,3
697,4
566,5
126,4
583,2
745,3
164,3
178,5
308,2
890,4
336,3
312,2
838,4
80,4
32,3
91,3
347,5
573,4
864,3
600,2
265,3
892,3
883,4
821,3
1031,4
213,2
656,4
760,3
970,3
804,2
978,4
5,2
1014,5
460,6
735,3
3,2
536,4
793,3
746,4
867,7
625,5
307,4
813,4
1027,3
903,4
1,3
896,7
908,4
764,3
