632,4
921,6
813,4
791,3
979,3
635,3
561,4
13,3
360,3
419,3
602,2
277,3
902,3
470,7
696,3
335,3
699,3
509,4
179,3
11,2
472,5
788,2
186,3
393,3
705,3
521,3
513,3
432,5
146,7
18,4
849,4
656,4
1023,3
60,3
220,3
806,4
736,3
723,5
1002,3
474,3
568,4
517,5
877,3
173,2
640,3
970,3
130,2
913,5
406,3
900,3
329,3
872,4
411,3
477,2
453,3
993,3
1074,3
666,4
658,2
566,5
358,3
228,4
50,4
423,4
91,3
328,4
426,3
443,3
244,3
532,6
227,2
614,3
408,5
623,3
978,4
338,7
364,6
763,4
120,3
460,6
719,4
812,5
628,4
830,4
844,5
605,2
730,4
781,3
523,3
743,4
572,3
1032,3
639,3
1014,5
29,3
785,4
686,3
282,2
641,3
837,4
580,3
718,3
219,4
691,3
27,2
416,3
115,3
948,3
960,4
518,6
22,2
590,2
482,3
1013,4
622,3
529,5
870,3
440,7
1047,4
1018,3
1008,3
895,6
221,3
966,3
811,3
372,9
920,5
253,4
35,2
816,3
584,5
890,4
598,3
398,4
889,3
527,3
1003,3
737,4
646,6
216,3
599,3
713,3
991,4
929,4
101,4
382,4
204,2
578,4
918,3
616,7
5,2
933,4
414,4
510,4
363,3
476,4
821,3
25,4
967,3
776,3
337,3
859,3
638,4
237,3
52,4
941,4
768,3
679,3
215,3
810,3
690,4
595,4
621,4
1020,3
909,5
420,2
555,4
583,2
350,3
356,3
485,6
1017,3
298,2
757,4
123,2
942,3
497,6
652,3
380,2
789,3
334,4
809,4
229,4
716,4
1044,4
78,4
908,4
747,4
302,2
884,2
448,3
955,3
409,3
725,3
74,3
31,3
102,3
325,4
946,5
21,3
772,3
711,5
729,4
178,5
663,5
787,3
225,2
974,4
1015,3
69,5
84,3
28,3
439,3
434,4
634,5
899,4
660,4
157,3
107,4
706,3
97,4
526,3
95,4
964,5
682,3
677,4
678,2
287,3
32,3
739,2
814,2
381,3
171,2
515,8
218,4
657,5
1001,3
659,3
331,3
427,3
203,3
166,2
973,3
297,6
49,3
848,4
999,4
835,4
793,3
971,4
557,3
152,3
892,3
88,4
1005,3
314,3
826,3
794,3
1076,4
343,3
241,2
924,4
992,3
394,3
132,4
956,5
1067,5
311,2
996,3
110,8
174,2
330,4
1000,2
170,2
734,3
1030,4
963,5
1022,2
233,2
1016,4
1075,4
762,3
295,3
867,7
1066,4
576,6
103,4
90,6
904,4
461,3
600,2
670,6
601,3
681,2
397,2
838,4
935,4
828,5
14,3
263,4
309,3
804,2
72,2
542,7
124,4
573,4
917,4
283,6
385,3
702,3
199,4
389,3
344,3
880,4
76,3
846,3
502,3
769,4
63,6
26,3
468,3
428,3
1053,3
65,4
1079,5
851,4
139,3
129,3
481,3
270,3
775,4
1006,4
161,2
968,4
610,4
188,2
866,4
392,5
965,3
197,5
264,3
1019,3
405,4
17,4
418,3
1039,3
83,4
415,2
412,3
187,4
98,4
538,3
164,3
767,5
1021,3
417,3
267,3
128,4
353,3
756,3
180,5
1048,4
175,3
587,4
570,4
196,2
1077,5
524,4
1080,4
700,3
305,4
802,3
819,4
840,3
149,5
33,4
735,3
695,3
10,2
292,2
761,3
6,3
280,3
855,3
906,4
93,4
276,4
871,2
943,4
201,2
