78419.0, 89307.0, 408.0, -5.908203125, -9.47265625, -7.0654296875, 34.16030502319336, 17.755725860595703, -38.07633590698242, 36.900001525878906, -14.699999809265137, -40.5, 25047852.0
78415.0, 89302.0, 400.0, -5.732421875, -9.794921875, -6.9775390625, 39.09923553466797, 21.106870651245117, -46.74809265136719, 36.900001525878906, -14.699999809265137, -40.5, 25052734.0
78415.0, 89303.0, 400.0, -5.3125, -10.2099609375, -6.9189453125, 38.114505767822266, 18.4427490234375, -48.564884185791016, 34.349998474121094, -15.449999809265137, -39.29999923706055, 25057616.0
78425.0, 89310.0, 407.0, -5.0537109375, -10.5859375, -7.0556640625, 23.32061004638672, 20.709922790527344, -52.1984748840332, 34.349998474121094, -15.449999809265137, -39.29999923706055, 25062500.0
78421.0, 89329.0, 404.0, -3.955078125, -10.732421875, -7.24609375, 17.862594604492188, 23.74045753479004, -65.97709655761719, 33.0, -18.75, -41.400001525878906, 25078124.0
78428.0, 89327.0, 404.0, -3.7548828125, -10.5859375, -7.470703125, 14.137404441833496, 22.80152702331543, -69.76335906982422, 33.0, -18.75, -41.400001525878906, 25083008.0
78424.0, 89323.0, 403.0, -3.0419921875, -9.892578125, -7.626953125, 8.885496139526367, 29.832061767578125, -94.00763702392578, 31.950000762939453, -22.649999618530273, -45.75, 25093750.0
78433.0, 89338.0, 404.0, -2.412109375, -9.6923828125, -8.271484375, 4.114503860473633, 25.267175674438477, -117.78626251220703, 27.299999237060547, -25.799999237060547, -47.400001525878906, 25108398.0
78430.0, 89320.0, 398.0, -2.2314453125, -9.43359375, -8.5205078125, -2.137404680252075, 6.923664093017578, -129.76336669921875, 28.200000762939453, -27.600000381469727, -50.099998474121094, 25123046.0
78423.0, 89289.0, 396.0, -1.6064453125, -8.14453125, -8.623046875, -6.2366414070129395, -16.351144790649414, -148.67938232421875, 26.850000381469727, -28.350000381469727, -52.650001525878906, 25137696.0
78415.0, 89279.0, 402.0, -1.23046875, -7.5439453125, -8.6181640625, -6.458015441894531, -26.282442092895508, -149.3282470703125, 26.850000381469727, -28.350000381469727, -52.650001525878906, 25142578.0
78413.0, 89251.0, 400.0, -0.6201171875, -6.09375, -8.3203125, -14.053435325622559, -26.908397674560547, -159.06871032714844, 26.100000381469727, -28.350000381469727, -52.650001525878906, 25153320.0
78405.0, 89234.0, 388.0, -0.673828125, -5.595703125, -8.115234375, -13.748091697692871, -24.793893814086914, -160.38931274414062, 26.100000381469727, -28.799999237060547, -51.900001525878906, 25157226.0
78398.0, 89216.0, 400.0, -0.302734375, -4.6826171875, -8.173828125, -18.06106948852539, -22.297710418701172, -162.42747497558594, 24.149999618530273, -28.049999237060547, -54.0, 25168944.0
78392.0, 89198.0, 401.0, -0.3515625, -4.7900390625, -8.3642578125, -18.267175674438477, -17.076335906982422, -163.04580688476562, 24.149999618530273, -28.049999237060547, -54.0, 25172852.0
78383.0, 89164.0, 398.0, -0.3955078125, -5.107421875, -8.5400390625, -22.0, -19.229007720947266, -139.98472595214844, 26.100000381469727, -26.100000381469727, -54.0, 25183592.0
78349.0, 89081.0, 388.0, -0.888671875, -5.537109375, -8.1640625, 13.099236488342285, -71.83206176757812, -51.946563720703125, 25.649999618530273, -21.450000762939453, -53.400001525878906, 25212890.0
78347.0, 89076.0, 386.0, -0.8837890625, -5.29296875, -7.55859375, 13.068702697753906, -78.00763702392578, -48.19084167480469, 25.649999618530273, -21.450000762939453, -53.400001525878906, 25216796.0
78341.0, 89073.0, 382.0, -1.1474609375, -4.51171875, -5.9423828125, 34.57251739501953, -99.03053283691406, -44.74045944213867, 26.850000381469727, -19.200000762939453, -52.95000076293945, 25228516.0
78335.0, 89048.0, 388.0, -1.6259765625, -4.3701171875, -3.7646484375, 45.93893051147461, -101.96946716308594, -76.06106567382812, 27.899999618530273, -19.200000762939453, -50.400001525878906, 25243164.0
78336.0, 89030.0, 382.0, -1.826171875, -5.380859375, -2.0751953125, 44.35114669799805, -91.27481079101562, -115.6259536743164, 31.049999237060547, -15.149999618530273, -46.20000076293945, 25258788.0
78325.0, 89024.0, 386.0, -1.982421875, -5.390625, -1.6064453125, 55.58778762817383, -88.92366790771484, -122.58778381347656, 31.049999237060547, -15.149999618530273, -46.20000076293945, 25262696.0
