486,3
283,6
655,3
820,6
64,3
1071,4
292,2
640,3
392,5
394,3
929,4
432,5
921,6
56,3
702,3
573,4
810,3
775,4
26,3
290,3
329,3
604,4
295,3
50,4
1039,3
680,3
920,5
1002,3
401,3
1015,3
1027,3
351,4
667,5
468,3
485,6
172,2
305,4
280,3
656,4
738,3
622,3
835,4
459,6
298,2
74,3
769,4
646,6
968,4
871,2
324,3
581,3
49,3
217,5
549,4
301,2
455,4
335,3
104,4
30,4
117,4
376,3
391,4
75,2
194,4
266,6
996,3
631,6
476,4
1073,3
529,5
325,4
546,4
1076,4
23,4
262,3
427,3
621,4
488,4
76,3
229,4
587,4
900,3
92,3
779,3
304,3
739,2
893,4
915,3
884,2
179,3
460,6
851,4
692,4
1055,4
54,3
989,2
787,3
762,3
958,3
764,3
589,3
17,4
1030,4
29,3
36,2
411,3
905,2
424,3
718,3
629,3
1020,3
510,4
747,4
398,4
357,4
356,3
784,4
729,4
296,7
971,4
146,7
267,3
40,2
281,6
879,2
671,4
838,4
759,4
422,2
636,3
483,4
1077,5
332,6
942,3
595,4
904,4
264,3
973,3
866,4
811,3
215,3
1001,3
969,3
131,3
561,4
358,3
472,5
706,3
35,2
778,4
478,4
489,4
1000,2
362,3
666,4
917,4
496,4
6,3
860,3
268,3
577,4
1046,6
962,3
744,3
72,2
536,4
909,5
403,7
279,2
197,5
710,4
307,4
22,2
380,2
848,4
791,3
393,3
145,2
531,4
110,8
757,4
25,4
46,3
912,3
896,7
947,5
705,3
550,4
1019,3
297,6
228,4
780,4
847,4
840,3
203,3
276,4
220,3
52,4
90,6
691,3
409,3
767,5
865,4
308,2
115,3
955,3
402,4
793,3
426,3
697,4
254,3
975,4
576,6
33,4
321,2
599,3
979,3
137,7
704,5
1053,3
590,2
1016,4
165,3
123,2
945,3
458,4
152,3
231,5
210,5
495,3
693,3
719,4
18,4
765,5
103,4
870,3
293,3
342,2
315,2
690,4
841,4
517,5
1079,5
334,4
378,4
149,5
634,5
814,2
601,3
985,3
527,3
1023,3
547,4
61,4
1010,2
139,3
95,4
935,4
487,3
831,3
78,4
756,3
53,3
986,5
186,3
360,3
992,3
258,2
116,3
60,3
582,5
420,2
338,7
11,2
1070,5
389,3
630,5
157,3
204,2
1074,3
802,3
4,2
1080,4
972,3
230,4
233,2
184,4
256,4
328,4
253,4
490,4
318,6
781,3
745,3
823,2
183,3
502,3
560,4
632,4
161,2
399,3
1032,3
813,4
309,3
956,5
963,5
449,5
1031,4
419,3
101,4
1043,4
129,3
1004,4
63,6
686,3
199,4
348,5
428,3
294,2
344,3
331,3
88,4
598,3
475,5
932,3
703,6
695,3
556,3
474,3
696,3
107,4
430,3
914,2
337,3
320,3
657,5
559,4
681,2
625,5
143,4
610,4
366,3
663,5
237,3
761,3
14,3
127,4
524,4
188,2
414,4
991,4
252,3
623,3
34,2
743,4
826,3
105,3
218,4
578,4
711,5
864,3
725,3
178,5
132,4
406,3
525,3
700,3
816,3
857,3
965,3
412,3
187,4
275,4
584,5
824,2
153,3
737,4
819,4
635,3
423,4
950,3
670,6
616,7
849,4
62,3
470,7
943,4
417,3
954,2
723,5
568,4
336,3
999,4
812,5
114,6
925,6
372,9
381,3
948,3
880,4
