1029,3
459,6
127,4
173,2
767,5
382,4
549,4
859,3
589,3
595,4
1016,4
777,3
745,3
933,4
290,3
504,5
785,4
273,3
681,2
69,5
25,4
871,2
632,4
550,4
578,4
706,3
137,7
690,4
380,2
366,3
947,5
978,4
890,4
899,4
54,3
837,4
419,3
343,3
880,4
83,4
1047,4
622,3
743,4
971,4
451,4
700,3
610,4
416,3
124,4
905,2
693,3
63,6
667,5
531,4
559,4
1012,3
580,3
128,4
365,3
208,5
196,2
161,2
521,3
949,6
744,3
529,5
337,3
402,4
114,6
866,4
830,4
292,2
1023,3
38,2
279,2
363,3
525,3
216,3
748,2
581,3
423,4
55,2
1010,2
110,8
950,3
360,3
4,2
962,3
488,4
614,3
193,4
510,4
406,3
769,4
32,3
34,2
881,6
817,2
149,5
765,5
556,3
1070,5
439,3
390,2
974,4
985,3
784,4
775,4
1020,3
440,7
1067,5
5,2
338,7
719,4
75,2
672,4
972,3
756,3
642,5
991,4
964,5
373,5
258,2
194,4
542,7
902,3
201,2
103,4
727,4
348,5
670,6
396,3
597,3
633,3
865,4
1027,3
802,3
295,3
14,3
560,4
95,4
71,3
210,5
171,2
703,6
851,4
199,4
254,3
725,3
910,3
517,5
130,2
268,3
422,2
294,2
267,3
1003,3
679,3
1002,3
755,3
102,3
931,5
180,5
945,3
325,4
948,3
49,3
810,3
716,4
305,4
358,3
220,3
509,4
427,3
797,3
120,3
412,3
515,8
1030,4
283,6
217,5
322,2
1033,6
93,4
838,4
712,3
1031,4
332,6
979,3
641,3
264,3
399,3
218,4
920,5
65,4
843,6
67,4
691,3
183,3
33,4
919,3
574,9
434,4
973,3
78,4
547,4
123,2
311,2
228,4
483,4
1006,4
975,4
963,5
955,3
426,3
849,4
730,4
1076,4
999,4
225,2
583,2
1055,4
470,7
966,3
723,5
414,4
968,4
634,5
814,2
482,3
561,4
566,5
458,4
170,2
306,3
256,4
139,3
188,2
956,5
705,3
811,3
31,3
558,6
287,3
747,4
172,2
253,4
443,3
996,3
1066,4
184,4
1014,5
255,3
100,8
401,3
486,3
864,3
788,2
200,2
1071,4
941,4
408,5
1015,3
635,3
729,4
329,3
266,6
605,2
280,3
942,3
646,6
3,2
752,3
307,4
781,3
204,2
174,2
219,4
986,5
105,3
867,7
1048,4
282,2
584,5
621,4
18,4
146,7
88,4
411,3
289,2
10,2
895,6
660,4
304,3
104,4
900,3
428,3
736,3
538,3
738,3
116,3
903,4
324,3
53,3
418,3
177,5
699,3
318,6
362,3
628,4
776,3
938,4
710,4
476,4
958,3
932,3
281,6
1032,3
226,3
630,5
601,3
389,3
612,4
570,4
430,3
496,4
495,3
56,3
334,4
497,6
906,4
759,4
872,4
336,3
502,3
654,3
1074,3
6,3
852,3
1021,3
696,3
420,2
692,4
904,4
263,4
629,3
685,4
1053,3
663,5
376,3
803,4
523,3
806,4
276,4
844,5
733,5
600,2
1019,3
1080,4
1035,4
832,3
477,2
828,5
1075,4
230,4
91,3
917,4
481,3
998,5
925,6
616,7
80,4
825,3
518,6
23,4
1073,3
101,4
995,4
409,3
301,2
405,4
773,3
809,4
957,3
704,5
175,3
52,4
22,2
678,2
112,3
1077,5
13,3
652,3
221,3
398,4
707,3
424,3
244,3
1058,4
293,3
