283,6
424,3
769,4
102,3
123,2
229,4
727,4
497,6
476,4
777,3
292,2
409,3
62,3
489,4
681,2
578,4
555,4
646,6
76,3
855,3
574,9
816,3
1073,3
824,2
400,4
488,4
170,2
353,3
728,3
231,5
1080,4
935,4
656,4
659,3
589,3
104,4
561,4
93,4
419,3
918,3
226,3
180,5
289,2
237,3
483,4
1048,4
849,4
210,5
691,3
628,4
573,4
767,5
532,6
604,4
267,3
1029,3
357,4
120,3
100,8
431,5
860,3
502,3
794,3
50,4
5,2
114,6
130,2
351,4
821,3
430,3
546,4
735,3
847,4
4,2
779,3
215,3
26,3
350,3
129,3
318,6
610,4
748,2
772,3
870,3
347,5
948,3
308,2
440,7
660,4
1014,5
895,6
182,2
757,4
320,3
806,4
406,3
1046,6
23,4
372,9
830,4
403,7
63,6
490,4
859,3
329,3
33,4
487,3
112,3
889,3
515,8
523,3
655,3
770,3
171,2
103,4
560,4
632,4
230,4
128,4
80,4
913,5
654,3
203,3
1033,6
1008,3
55,2
556,3
449,5
297,6
53,3
635,3
580,3
1079,5
204,2
366,3
31,3
244,3
445,4
671,4
474,3
1066,4
6,3
902,3
78,4
924,4
52,4
74,3
1076,4
899,4
330,4
1039,3
595,4
536,4
478,4
1006,4
697,4
872,4
1057,4
470,7
678,2
586,5
491,4
456,4
510,4
696,3
819,4
900,3
255,3
791,3
225,2
828,5
481,3
49,3
11,2
968,4
376,3
942,3
869,5
1071,4
667,5
542,7
359,4
3,2
569,5
789,3
196,2
670,6
124,4
527,3
1001,3
892,3
164,3
153,3
787,3
741,4
107,4
60,3
960,4
896,7
762,3
951,3
638,4
428,3
405,4
396,3
813,4
332,6
228,4
518,6
1004,4
950,3
964,5
718,3
263,4
949,6
98,4
496,4
1044,4
227,2
363,3
730,4
399,3
837,4
427,3
105,3
270,3
202,2
218,4
963,5
97,4
472,5
75,2
811,3
443,3
513,3
974,4
1,3
177,5
973,3
914,2
1003,3
344,3
921,6
970,3
139,3
919,3
725,3
605,2
186,3
360,3
793,3
282,2
131,3
72,2
920,5
998,5
415,2
598,3
865,4
412,3
788,2
83,4
764,3
775,4
365,3
418,3
744,3
301,2
947,5
127,4
957,3
729,4
945,3
157,3
383,3
843,6
281,6
743,4
287,3
842,2
17,4
778,4
946,5
1015,3
1002,3
755,3
768,3
699,3
149,5
411,3
22,2
867,7
559,4
702,3
146,7
846,3
688,2
733,5
373,5
477,2
851,4
1042,5
1019,3
143,4
201,2
663,5
634,5
893,4
110,8
486,3
695,3
958,3
293,3
712,3
173,2
426,3
703,6
969,3
852,3
817,2
35,2
629,3
835,4
1058,4
315,2
812,5
587,4
1018,3
195,4
417,3
312,2
484,3
1075,4
381,3
996,3
690,4
925,6
393,3
343,3
392,5
991,4
306,3
979,3
581,3
30,4
682,3
382,4
206,2
265,3
1017,3
1020,3
723,5
932,3
797,3
955,3
378,4
34,2
986,5
362,3
759,4
416,3
423,4
224,2
309,3
549,4
314,3
584,5
401,3
594,3
524,4
252,3
633,3
1047,4
956,5
840,3
929,4
213,2
132,4
59,2
909,5
880,4
69,5
965,3
530,2
16,2
917,4
883,4
389,3
706,3
334,4
28,3
590,2
468,3
258,2
737,4
307,4
844,5
1043,4
404,2
734,3
